Number,Station,Catchment,Zone,Time stamp (Sampling),Electrical Conductivity @25 C / WCK - Determination of Conductivity in Water [µS/cm],Nitrogen - total / WCK - Simultaneous Determination of Total Nitrogen and Total Phosphorus using Persulphate Digestion [mg/L],Nitrate + nitrite as N (NOx) / WCK - Determination of Oxidised Nitrogen Nitrate & Nitrite in Water [mg/L],Phosphorus - total / WCK - Simultaneous Determination of Total Nitrogen and Total Phosphorus using Persulphate Digestion [mg/L],Phosphorus - reactive (orthophosphate) - dissolved / WCK - Determination of Reactive Phosphorus [mg/L],Solids - total suspended @ 105 C / WCK - Total Suspended Solids at 105°C [mg/L],Turbidity / Field - Determination of turbidity by nephelometry using HACH turbidimeter [NTU],Oxygen - dissolved saturation / Field - Water quality sonde [% sat],pH / Field - Water quality sonde [---]
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,10/9/2018 9:50,633,0.2,0.01,0.05,0.01,16,18.8,89.2,8.08
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,11/14/2018 9:08,753,0.3,0.01,0.04,0.01,20,14,72,8.08
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,12/3/2018 10:09,641,0.4,0.01,0.05,0.01,28,19.4,80.1,8.07
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,1/16/2019 9:47,506,0.4,0.01,0.11,0.01,60,69.5,76.8,7.94
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2/11/2019 10:42,866,0.6,0.01,0.05,0.01,47,57.3,83.9,8.14
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,3/11/2019 11:15,713,0.2,0.01,0.06,0.02,50,45.1,83.3,8.05
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,4/16/2019 10:20,985,1.4,0.62,0.22,0.07,99,146,88.6,8.14
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,5/7/2019 10:33,466,0.5,0.1,0.14,0.02,57,83.3,84.6,7.93
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,6/4/2019 11:05,912,0.3,0.01,0.08,0.01,35,35.5,83.1,8.06
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,7/9/2019 10:56,953,0.4,0.1,0.08,0.02,40,43.7,85.3,8.08
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,8/12/2019 11:28,848,0.4,0.01,0.11,0.01,41,48.1,93.9,8.14
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,9/9/2019 11:04,690,0.6,0.01,0.13,0.01,82,92.6,92.2,8.2
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,10/10/2019 10:44,806,0.4,0.02,0.13,0.01,84,101,84.9,8.13
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,11/20/2019 10:11,418.9,0.4,0.01,0.13,0.01,48,53,83.9,8.05
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,12/18/2019 15:30,997,0.6,0.02,0.13,0.01,50,37.2,81.8,8.08
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,1/16/2020 9:22,563,0.4,0.01,0.09,0.01,40,37.4,77.8,8.14
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2/19/2020 13:30,541,16.4,1.93,8.5,0.1,5180,,23.7,
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,3/19/2020 9:12,893,1.2,0.07,0.27,0.03,106,137,82.2,
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,4/16/2020 9:50,470.5,1.8,0.86,0.34,0.08,194,265,85.3,7.81
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,5/14/2020 10:46,873,0.6,0.13,0.14,0.04,66,73.3,90.1,8.02
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,6/18/2020 10:35,565,,,,,,65,88.3,7.9
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,7/20/2020 11:05,811,0.4,0.03,0.09,0.02,40,41,95.5,8.23
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,8/20/2020 10:56,566,1,0.55,0.12,0.03,58,67.4,92.4,7.94
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,9/17/2020 10:40,875,0.5,0.01,0.13,0.01,48,49.7,94.3,8.36
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,10/15/2020 9:35,1053,0.5,0.01,0.15,0.03,82,74.9,87.7,7.74
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,11/17/2020 10:08,538,1.1,0.24,0.25,0.05,130,142,81,7.84
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,12/21/2020 10:00,452.2,1.5,0.23,0.31,0.01,184,291,81.5,7.87
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,1/21/2021 9:21,690,0.7,0.06,0.18,0.05,56,57.4,85.1,7.46
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2/18/2021 9:34,816,0.5,0.04,0.12,0.05,50,44.4,88.1,7.76
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,3/29/2021 10:03,382.8,1.1,0.4,0.21,0.06,56,71.8,84.8,7.72
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,4/26/2021 11:10,816,0.7,0.39,0.09,0.04,18,19.5,92.3,7.8
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,5/20/2021 10:30,881,0.6,0.32,0.08,0.04,10,11.1,94.4,7.94
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,6/22/2021 10:05,678,0.9,0.51,0.14,0.08,32,26.8,93.8,8.2
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,10/5/2016 9:21,120,2.5,0.01,0.024,0.007,10,3.7,97.4,7.9
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,11/15/2016 9:58,128,0.259,0.01,0.024,0.013,10,1.4,91.7,7.8
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,12/12/2016 16:07,140,0.37,0.01,0.032,0.005,10,1.9,176,9.7
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,1/4/2017 15:31,150,0.37,0.01,0.028,0.01,10,1.5,101,8.1
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2/2/2017 9:08,154,0.359,0.02,0.044,0.014,10,1.3,199,9.5
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,4/4/2017 17:16,159,0.597,0.21,0.051,0.038,10,6.9,93.2,7.7
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,5/10/2017 16:08,155,0.228,0.06,0.021,0.016,10,1.1,102,8.4
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,7/5/2017 7:58,134,0.107,0.02,0.018,0.007,10,2.8,95.4,7.1
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,8/10/2017 7:51,,,,,,,1.7,97,8.1
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,9/13/2017 15:11,150,0.31,0.01,0.01,0.006,10,1.6,115,7.8
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,10/17/2017 14:48,170,0.31,0.01,0.02,0.005,10,2.9,135,9
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,11/15/2017 6:37,210,0.24,0.01,0.025,0.005,15,8.2,99.5,8.2
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,12/12/2017 14:34,1100,0.41,0.01,0.02,0.005,17,1.2,189,9.4
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,1/15/2018 15:28,170,0.31,0.01,0.02,0.005,10,1,238,9.9
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2/12/2018 12:46,170,0.32,0.01,0.023,0.005,10,1.5,141,9.3
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,3/12/2018 10:49,140,0.3,0.03,0.024,0.008,10,0.9,91.7,7.6
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,4/10/2018 11:36,160,0.25,0.04,0.03,0.02,10,1.1,95.4,7.6
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,5/15/2018 8:11,122.2,0.1,,0.01,0.01,5,0.69,96.1,7.78
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,6/12/2018 11:43,93.6,0.1,0.02,0.01,0.01,5,0.81,93.8,7.46
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,7/17/2018 11:39,110.8,0.1,,0.01,0.01,5,0.6,98.8,7.65
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,8/14/2018 9:13,117.7,0.2,0.01,0.07,0.01,5,0.69,98.7,8.34
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,9/11/2018 9:43,108.1,0.1,0.01,0.01,0.01,5,0.98,97,8.01
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,10/10/2018 9:18,62,0.2,0.01,0.02,0.01,5,2.66,87.8,7.59
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,11/13/2018 10:49,132.6,10.6,0.01,0.05,0.01,6,3,114.6,8.63
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,12/4/2018 8:58,109.4,0.2,0.01,0.07,0.01,5,0.82,97.7,8.29
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,1/15/2019 10:22,145.6,0.2,0.01,0.04,0.02,6,1.94,200,9.51
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2/12/2019 9:33,193,0.4,0.01,0.2,0.01,5,1.43,78.4,8.16
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,3/12/2019 10:10,148.1,0.2,0.01,0.01,0.01,5,0.8,85,7.75
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,4/17/2019 10:33,121.8,0.2,0.01,0.01,0.01,5,0.76,86.4,7.47
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,5/8/2019 10:34,120.8,0.2,0.01,0.07,0.01,5,0.78,94.1,7.25
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,6/5/2019 10:30,130.4,0.1,0.01,0.01,0.01,5,0.84,90.8,7.97
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,7/10/2019 1:22,96,0.1,0.02,0.01,0.01,5,1.12,96.4,7.82
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,8/13/2019 10:44,99,0.1,0.01,0.01,0.01,5,0.65,98.6,7.93
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,9/10/2019 10:37,111,0.2,0.01,0.01,0.01,10,1.5,102.5,8.31
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,10/11/2019 8:56,79.3,0.3,0.01,0.01,0.01,5,1,79.1,7.85
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,11/21/2019 9:13,133.9,0.3,0.01,0.03,0.01,5,1.63,100.3,8.71
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,12/18/2019 8:54,173,0.4,0.01,0.02,0.01,12,1.75,108.9,9.54
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,1/17/2020 9:09,203.9,0.5,0.01,0.02,0.01,5,1.8,84.2,9.01
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2/18/2020 11:39,239,3.2,2.18,0.08,0.05,23,20,91.3,
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,3/17/2020 10:21,187.6,1.6,0.97,0.05,0.02,9,7.3,94.6,
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,4/15/2020 12:33,143.6,0.6,0.38,0.04,0.03,5,3.65,98.2,7.42
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,5/15/2020 9:32,182.1,0.2,0.01,0.01,0.01,5,2,102.8,7.94
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,6/19/2020 8:45,169.2,,,,,,1.78,103,7.83
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,7/21/2020 10:44,162.9,0.1,0.01,0.01,0.01,5,1.4,101,7.97
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,8/21/2020 9:13,155.5,0.3,0.06,0.09,0.01,5,1.8,99.8,7.95
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,9/18/2020 9:03,161.9,0.2,0.01,0.01,0.01,5,1.7,97.1,7.92
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,10/16/2020 7:53,176.7,0.2,0.01,0.01,0.01,5,2.4,91.6,6.35
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,11/18/2020 8:22,115.2,0.2,0.01,0.01,0.01,5,1.8,85.3,7.44
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,12/22/2020 7:50,156.3,2.1,0.87,0.09,0.01,22,41.4,86,7.37
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,1/22/2021 7:57,165.2,0.5,0.18,0.05,0.01,9,3.7,93,6.43
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2/19/2021 7:54,159.2,0.6,0.18,0.04,0.02,21,29.4,92.6,6.18
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,3/30/2021 9:14,159.4,0.9,0.63,0.04,0.02,11,13.4,92.5,7.44
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,4/27/2021 11:18,191.8,0.3,0.12,0.01,0.01,5,2.6,102.1,7.07
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,5/21/2021 8:58,204.7,0.3,0.09,0.01,0.01,5,2.3,99.1,6.47
208004,MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,6/23/2021 8:30,156.9,0.5,0.18,0.04,0.01,7,9.9,98.2,7.76
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,10/5/2016 11:49,130,1,0.01,0.027,0.009,10,4.6,103,8
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,11/15/2016 12:59,130,0.303,0.01,0.037,0.02,10,4,106,8.1
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,12/13/2016 6:25,160,0.27,0.02,0.031,0.008,10,1.2,70.2,7.6
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,1/4/2017 12:09,110,0.92,0.15,0.089,0.029,10,32.7,84.9,7.4
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2/2/2017 6:06,142,0.422,0.04,0.056,0.043,10,1.4,63.8,7.6
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,3/7/2017 12:56,247,1.703,0.49,0.19,0.228,12,38.7,85,7.6
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,4/4/2017 12:00,181,0.893,0.43,0.049,0.038,10,7,95.3,7.8
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,5/10/2017 12:54,172,0.193,0.02,0.024,0.018,10,1.1,105,8.7
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,7/4/2017 15:23,145,0.322,0.06,0.031,0.009,10,10.8,101,8.2
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,8/9/2017 14:34,,,,,,,5.1,105,8.4
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,9/14/2017 7:38,170,0.19,0.02,0.01,0.007,10,1.1,81,6.6
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,10/18/2017 6:37,160,0.28,0.01,0.027,0.01,10,1.4,75,7.7
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,11/14/2017 15:53,160,0.24,0.02,0.039,0.012,10,1.2,151,9.1
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,12/12/2017 16:06,170,0.36,0.01,0.033,0.012,10,0.9,187,9.3
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,1/16/2018 6:44,200,0.35,0.01,0.03,0.014,10,1,44.9,7.6
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2/12/2018 14:39,240,0.7,0.01,0.079,0.01,10,3,169,9.2
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,3/12/2018 13:10,200,0.36,0.01,0.02,0.005,10,0.7,143,8.7
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,4/10/2018 13:57,230,0.29,0.02,0.03,0.01,10,0.9,135,8.7
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,5/14/2018 16:15,192.5,0.1,,0.01,0.01,5,1.56,113.7,8.18
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,6/12/2018 13:34,176.1,0.1,0.02,0.01,0.01,5,0.56,110.8,8.44
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,7/17/2018 13:26,183.3,0.1,,0.01,0.01,5,0.58,103.9,8.05
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,8/14/2018 7:41,173.2,0.2,0.01,0.04,0.01,5,0.78,86.6,7.86
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,9/11/2018 8:11,182.9,0.2,0.01,0.01,0.01,5,0.84,79.4,7.77
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,10/10/2018 7:38,194.8,0.3,0.01,0.01,0.01,5,2.2,71,7.77
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,11/13/2018 12:45,222.7,3.3,0.01,0.04,0.01,7,3.85,172.4,9.21
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,12/4/2018 7:17,218.6,0.5,0.01,0.02,0.01,5,1.62,64.86,7.76
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,1/15/2019 12:35,230.3,0.5,0.01,0.07,0.01,8,3.3,102.6,7.48
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2/12/2019 6:51,234.5,0.6,0.01,0.01,0.01,5,3.61,,7.65
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,3/12/2019 10:10,216.5,0.3,0.01,0.01,0.01,6,3.12,25.63,7.3
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,4/17/2019 8:15,247.5,0.4,0.01,0.01,0.01,5,2.66,59.8,7.67
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,5/8/2019 8:50,267.4,0.5,0.01,0.08,0.02,5,3.1,,7.07
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,6/5/2019 8:23,343.4,0.9,0.01,0.2,0.01,8,5,,7.45
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,7/10/2019 10:29,411,1.8,0.09,0.22,0.01,42,30.6,18.7,7.24
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,8/13/2019 8:58,349,0.6,0.01,0.06,0.01,5,2.2,15.7,7.23
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,9/10/2019 8:49,357.7,0.3,0.01,0.01,0.01,9,3.8,85.9,7.87
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,10/11/2019 7:21,392.3,0.5,0.02,0.06,0.01,5,6.8,64.1,7.7
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,11/21/2019 7:42,759,4.8,0.01,0.35,0.06,20,22.8,15.5,7.21
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2/18/2020 13:48,266,5.2,3.45,0.23,0.05,132,171,97.7,
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,3/17/2020 12:29,214,2.2,1.75,0.05,0.03,9,7.2,98.3,
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,4/15/2020 10:45,240.1,0.7,0.44,0.03,0.03,5,8.2,95.6,7.8
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,5/14/2020 15:41,227.2,0.2,0.01,0.02,0.01,5,3.36,103.3,8.14
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,6/18/2020 15:41,206.5,,,,,,3.56,101.8,8.04
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,7/21/2020 9:07,210.4,0.2,0.01,0.01,0.01,5,3.7,94.8,7.92
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,8/20/2020 16:27,180.2,0.3,0.06,0.06,0.01,5,2.5,104.4,8.31
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,9/17/2020 16:12,205,0.2,0.01,0.02,0.01,5,2.1,117.9,8.73
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,10/15/2020 15:08,235.5,0.2,0.01,0.02,0.01,10,4.3,139.8,8.57
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,11/17/2020 15:55,231.4,0.2,0.01,0.01,0.03,5,2.7,109.4,8.39
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,12/21/2020 15:51,217.5,0.4,0.14,0.04,0.01,5,2.1,92.3,7.81
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,1/21/2021 14:49,204,0.4,0.17,0.03,0.01,8,3.5,110.9,7.7
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2/18/2021 15:07,182.3,0.6,0.42,0.01,0.02,9,5.46,98,7.88
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,3/30/2021 7:44,188.6,1,0.71,0.03,0.02,13,9.75,95,7.74
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,4/27/2021 9:43,220.9,0.1,0.05,0.01,0.01,5,1.8,99.1,7.5
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,5/20/2021 16:13,232.5,0.2,0.04,0.02,0.01,5,2,103.1,7.87
208011,BARNARD RIVER AT MACKAY,Manning,Lower North Coast,6/22/2021 16:12,149.3,0.3,0.09,0.03,0.01,5,5.2,102.1,8.18
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,10/6/2016 7:26,330,0.45,0.02,0.045,0.013,10,3.6,71.4,7.5
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,11/16/2016 7:52,352,0.548,0.05,0.069,0.033,10,3.4,55.6,7.3
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,12/13/2016 9:37,330,0.61,0.02,0.062,0.03,10,2.7,82.2,7.5
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,1/4/2017 9:22,350,0.45,0.01,0.054,0.012,10,2.4,70.5,7.6
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2/1/2017 14:45,391,0.661,0.02,0.041,0.009,10,7.1,97,7.8
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,3/7/2017 9:45,366,0.686,0.07,0.051,0.024,10,8.3,36.1,7.2
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,4/5/2017 16:17,167,0.574,0.04,0.137,0.104,12,11.8,93.4,7.4
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,5/10/2017 9:15,233,0.365,0.06,0.038,0.021,10,2.7,75.9,8.5
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,7/4/2017 11:57,215,0.333,0.06,0.036,0.014,10,8.9,91.6,7.9
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,8/9/2017 11:17,,,,,,,2.6,89.3,7.8
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,9/13/2017 7:44,340,0.31,0.01,0.026,0.006,10,3.1,63.7,6.5
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,10/17/2017 7:29,350,0.26,0.01,0.025,0.005,10,2.7,67.4,7.5
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,11/15/2017 13:50,360,0.35,0.01,0.04,0.009,10,1.3,89.3,7.7
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,12/12/2017 7:23,360,0.42,0.01,0.034,0.008,10,1.6,67.8,7.4
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,1/15/2018 8:17,360,0.44,0.01,0.037,0.008,10,2,61.9,7.3
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2/12/2018 9:12,380,0.36,0.01,0.032,0.006,10,0.9,64,7.5
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,3/12/2018 8:23,200,0.64,0.12,0.081,0.031,10,11.5,55.2,6.8
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,4/10/2018 8:57,240,0.45,0.13,0.05,0.025,10,5.4,67.2,7.1
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,5/15/2018 10:54,244.8,0.2,,0.02,0.02,5,1.44,62.5,7.59
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,6/12/2018 9:31,215.4,1,0.12,0.17,0.1,9,22.9,85.3,6.94
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,7/18/2018 14:48,244.9,0.3,,0.02,0.03,6,5.45,85,7.82
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,8/14/2018 11:27,282.7,0.3,0.01,0.02,0.01,5,1.98,81.1,7.78
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,9/11/2018 12:00,308.5,0.2,0.01,0.02,0.01,5,2.84,87.5,7.47
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,10/10/2018 12:23,185.9,0.5,0.12,0.04,0.02,5,18.2,81.4,7.71
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,11/13/2018 8:17,209.9,0.5,0.01,0.06,0.03,5,2.68,71.7,7.21
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,12/4/2018 11:22,225.4,0.4,0.01,0.05,0.02,5,1.56,68.28,7.25
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,1/15/2019 8:13,267.3,0.4,0.01,0.04,0.03,5,1.5,75.6,7.38
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2/12/2019 13:55,290.2,0.4,0.01,0.01,0.01,5,1.68,96.4,7.59
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,3/12/2019 13:15,303,0.5,0.01,0.02,0.01,6,2.43,82.62,7.43
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,4/17/2019 13:25,192.6,0.5,0.07,0.06,0.03,5,5.09,61.2,7.16
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,5/8/2019 13:04,215.4,0.4,0.04,0.06,0.02,5,2.02,53,6.89
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,6/5/2019 13:10,231.7,0.3,0.03,0.02,0.01,5,1.84,65,7.87
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,7/10/2019 2:11,285,0.4,0.16,0.04,0.01,5,1.96,82,7.92
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,8/13/2019 1:09,323.8,0.3,0.01,0.02,0.01,5,1.2,82.6,7.67
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,9/10/2019 1:04,328.4,0.4,0.01,0.01,0.01,8,1.29,67.4,7.15
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,10/11/2019 11:13,326.6,0.3,0.02,0.02,0.01,5,1.88,55.4,7.57
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,11/21/2019 11:23,352.9,0.3,0.01,0.16,0.01,5,4.4,122.4,8.43
